ERR260205	1
SRR5650031	1
SRR2912805	-1
SRR341696	2
ERR260134	1
SRR1778451	-1
SRR341646	2
SRR5650037	1
ERR260191	1
SRR341709	2
SRR341612	2
SRR2912782	1
SRR5650083	-1
SRR1761710	0
SRR5650051	1
SRR341648	2
SRR341668	2
SRR341619	2
SRR341617	2
ERR260201	-1
SRR2912785	-1
ERR260142	1
SRR5650087	1
SRR5650021	1
SRR341652	2
SRR341588	-1
SRR341724	-1
ERR260141	1
SRR1761716	0
SRR1761671	0
ERR260204	1
ERR260192	1
SRR341593	2
SRR5650052	1
ERR260183	1
ERR260165	1
SRR341589	2
SRR341711	2
SRR341674	2
SRR5650071	1
SRR341719	2
SRR341642	2
SRR5650044	1
SRR341670	2
ERR260185	1
SRR5650050	1
SRR341694	2
SRR5650084	-1
ERR260144	1
SRR341669	2
SRR341611	2
SRR341632	2
SRR5650088	1
ERR260227	1
ERR260163	1
ERR260232	1
SRR1929484	0
SRR5650100	1
SRR341634	-1
ERR260217	1
SRR2912804	1
SRR5650034	-1
SRR1929563	0
SRR341691	2
SRR5650094	1
SRR341654	2
SRR341686	2
SRR2912780	1
SRR1930134	0
SRR341594	2
ERR260154	1
ERR260133	1
SRR341631	-1
SRR1761708	0
SRR1930179	0
SRR5650046	-1
SRR341681	2
ERR260150	1
SRR341701	-1
SRR413634	2
SRR341725	2
ERR260149	1
SRR2912801	-1
SRR341682	2
SRR5650038	1
SRR2912797	1
SRR1761717	0
SRR341659	2
SRR2912776	-1
SRR2912779	1
SRR5650065	-1
SRR341717	2
SRR341640	2
SRR5650040	1
SRR1761667	0
SRR5650104	1
SRR5650069	-1
SRR2912810	1
ERR260132	1
SRR341679	2
SRR5650059	-1
ERR260168	1
SRR2912783	1
SRR1761721	0
SRR1761701	-1
SRR5650095	-1
ERR260216	1
ERR260178	1
SRR413633	2
SRR5650033	-1
ERR260151	1
ERR260159	1
SRR1761709	0
SRR341718	2
SRR1927149	0
SRR1761668	0
SRR5650113	1
SRR341690	2
SRR5650111	-1
SRR5650090	1
ERR260209	1
SRR5650035	-1
SRR1761699	0
SRR341633	2
SRR5650107	-1
ERR260207	1
SRR341699	2
SRR1930123	0
SRR5650045	1
SRR1930140	0
SRR341584	2
ERR260138	1
SRR2912800	1
SRR2912807	1
SRR2912788	1
SRR341636	-1
SRR2912787	1
SRR5650066	-1
ERR260169	1
ERR260210	1
SRR5650116	-1
SRR1761670	0
ERR260164	1
SRR341595	2
ERR260139	1
SRR5650023	1
ERR260198	1
SRR413726	2
SRR341678	-1
ERR260224	1
SRR5650072	-1
SRR341618	2
SRR5650025	1
SRR5650108	-1
ERR260202	1
SRR1761719	0
SRR341662	2
SRR341624	2
SRR341604	2
SRR1761703	0
SRR1930132	0
SRR5650047	1
SRR341600	2
SRR1761674	0
SRR413725	2
ERR260231	1
SRR341685	2
SRR341614	2
SRR1930144	0
SRR5650093	1
SRR5650078	-1
SRR5650115	-1
SRR341655	-1
ERR260155	1
SRR1930176	0
SRR5650022	1
ERR260176	0
ERR260230	1
SRR1930142	0
ERR260219	1
SRR341661	2
SRR2912786	1
ERR260180	-1
SRR1761714	0
SRR1761718	0
ERR260199	1
SRR5650028	1
SRR5650105	1
SRR341615	2
SRR5650067	-1
SRR341625	2
SRR341602	2
SRR341608	2
ERR260194	1
SRR413626	2
SRR1930128	0
SRR341585	2
SRR341700	2
ERR260228	1
SRR413632	2
SRR341582	2
SRR341606	2
SRR5650096	1
SRR5650048	1
ERR260190	1
SRR2912792	1
SRR341587	2
SRR2912778	1
ERR260166	1
SRR341658	2
SRR341603	2
