SRR5650119	0
SRR3131760	1
SRR3131720	1
SRR5650133	-1
SRR3131748	1
SRR3131740	1
SRR5650117	0
SRR5650120	-1
SRR5650148	0
SRR5650158	0
SRR5650110	0
SRR3131708	1
SRR3131736	1
SRR5650153	0
SRR3131722	1
SRR5650150	0
SRR5650136	0
SRR5650143	0
SRR3131752	1
SRR5650127	0
SRR5650144	0
SRR3131750	1
SRR5650130	0
SRR5650111	0
SRR3131696	1
SRR3131762	1
SRR3131786	1
SRR5650132	-1
SRR5650135	0
SRR3131756	1
SRR5650126	0
SRR3131712	1
SRR5650137	0
SRR3131702	1
SRR5650113	-1
SRR3131744	1
SRR3131770	1
SRR5650121	-1
SRR3131732	1
SRR3131768	1
SRR3131788	1
SRR3131694	1
SRR5650116	0
SRR3131728	1
SRR5650142	0
SRR3131698	1
SRR5650157	-1
SRR3131772	1
SRR3131782	1
SRR5650118	1
SRR5650151	0
SRR5650141	0
SRR5650146	0
SRR5650128	0
SRR5650139	0
SRR5650123	-1
SRR5650145	0
SRR3131730	1
SRR5650155	0
SRR5650129	0
SRR3131754	1
SRR3131700	1
SRR3131742	1
SRR3131812	1
SRR3131758	1
SRR3131714	1
SRR3131764	1
SRR5650147	0
SRR5650138	0
SRR5650112	-1
SRR3131776	1
SRR5650115	0
SRR5650114	0
SRR3131774	1
SRR3131716	1
SRR3131790	1
SRR5650131	0
SRR5650152	0
SRR5650122	0
SRR3131780	1
SRR3131706	1
SRR5650154	0
SRR5650125	-1
SRR3131718	1
SRR5650124	-1
SRR3131710	1
SRR5650159	0
SRR3131738	1
SRR3131692	1
SRR3131704	1
SRR3131724	1
SRR3131766	1
SRR5650134	-1
SRR3131726	1
SRR3131734	1
SRR3131778	1
SRR3131784	1
SRR5650156	0
SRR3131746	1
SRR5650140	0
SRR5650149	0
