	SRR5650119	SRR3131760	SRR3131720	SRR5650133	SRR3131748	SRR3131740	SRR5650117	SRR5650120	SRR5650148	SRR5650158	SRR5650110	SRR3131708	SRR3131736	SRR5650153	SRR3131722	SRR5650150	SRR5650136	SRR5650143	SRR3131752	SRR5650127	SRR5650144	SRR3131750	SRR5650130	SRR5650111	SRR3131696	SRR3131762	SRR3131786	SRR5650132	SRR5650135	SRR3131756	SRR5650126	SRR3131712	SRR5650137	SRR3131702	SRR5650113	SRR3131744	SRR3131770	SRR5650121	SRR3131732	SRR3131768	SRR3131788	SRR3131694	SRR5650116	SRR3131728	SRR5650142	SRR3131698	SRR5650157	SRR3131772	SRR3131782	SRR5650118	SRR5650151	SRR5650141	SRR5650146	SRR5650128	SRR5650139	SRR5650123	SRR5650145	SRR3131730	SRR5650155	SRR5650129	SRR3131754	SRR3131700	SRR3131742	SRR3131812	SRR3131758	SRR3131714	SRR3131764	SRR5650147	SRR5650138	SRR5650112	SRR3131776	SRR5650115	SRR5650114	SRR3131774	SRR3131716	SRR3131790	SRR5650131	SRR5650152	SRR5650122	SRR3131780	SRR3131706	SRR5650154	SRR5650125	SRR3131718	SRR5650124	SRR3131710	SRR5650159	SRR3131738	SRR3131692	SRR3131704	SRR3131724	SRR3131766	SRR5650134	SRR3131726	SRR3131734	SRR3131778	SRR3131784	SRR5650156	SRR3131746	SRR5650140	SRR5650149
adult_c_000002955253_2	0	0	0	2	0	0	0	2	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
adult_c_000002955253_3	0	0	0	0	0	0	2	2	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	208	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adult_c_000002955253_4	0	0	0	2	0	0	0	0	0	0	1268	0	0	0	0	0	0	2	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
adult_c_000002955253_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adult_c_000002955301_1	0	0	0	2	0	0	2	0	4	0	552	0	0	0	0	0	0	0	0	0	2	0	0	120	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adult_c_000002955301_2	2	0	0	4	0	0	882	4	26	644	2586	0	0	12	0	20	64	4	0	268	272	0	360	682	0	0	0	16	12	0	0	0	10	0	0	0	0	0	0	0	0	0	86	0	528	0	792	0	0	4	12	576	354	230	152	4	408	0	12	858	0	0	0	0	0	0	0	8	2	4	0	362	220	0	0	0	158	12	86	0	0	22	8	0	4	0	790	0	0	0	0	0	0	0	0	0	0	22	0	176	12
adult_c_000002955364_1	2	0	0	228	0	0	10	4	0	0	1696	0	0	0	0	2	6	220	0	2	64	0	0	120	0	0	0	174	0	0	0	0	20	0	46	0	0	2	0	0	0	0	0	0	272	0	2	0	0	10	0	242	52	4	80	0	104	0	18	4	0	0	0	0	0	0	0	36	58	44	0	556	148	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	30	0	0	0	0	40	0	596	6
adult_c_000002955701_1	14	0	0	26	0	0	6	2	8	10	3186	0	0	0	0	2	2	314	0	4	6	0	2	810	0	0	0	20	0	0	4	0	8	0	2	0	0	14	0	0	0	0	0	0	14	0	12	0	0	158	2	6	0	12	0	14	2	0	0	6	0	0	0	0	0	0	0	2	68	2	0	14744	1608	0	0	0	2	0	0	0	0	0	36	0	38	0	34	0	0	0	0	0	28	0	0	0	0	6	0	28	0
adult_c_000002955808_1	182	0	0	2298	0	0	264	54	226	2686	21078	0	0	140	0	1196	288	22602	0	660	1556	0	178	3204	0	0	0	2124	120	0	898	0	3690	0	1210	0	0	6	0	0	0	0	48	0	2714	0	2780	0	0	10	192	4282	1582	208	3154	4	2088	0	196	1464	0	0	0	0	10	0	0	1860	8656	174	0	24918	4274	0	0	0	250	298	1510	0	0	86	14	0	68	0	3480	0	0	0	0	0	798	0	0	0	0	1430	0	5224	328
adult_c_000002955819_1	46	0	0	266	0	0	22	80	76	70	6490	0	0	30	0	8	128	746	0	0	388	0	10	136	0	0	0	680	162	492	42	0	28	0	154	0	0	20	0	0	0	0	0	0	118	0	52	0	0	8	70	198	100	222	376	4	120	0	34	16	0	0	0	0	0	0	0	28	26	68	0	0	10	0	0	0	8	212	8	0	0	40	1402	0	2	0	232	0	0	0	0	0	170	0	0	0	0	94	0	410	18
adult_c_000002955876_1	8462	0	0	2516	0	0	246	4962	228	126	4086	0	0	138	0	158	362	6114	0	128	864	0	26	428	0	0	0	1886	36	0	216	0	2460	0	862	0	0	5520	0	0	0	0	6	0	1070	0	44	0	0	2	354	1454	266	436	1362	22	848	0	222	638	0	0	0	0	0	0	0	756	1322	192	0	32	266	0	0	0	158	582	76	0	0	68	630	0	370	0	94	0	0	0	0	0	1790	0	0	0	0	842	0	2612	312
adult_c_000002956018_1	4	0	0	266	0	0	10	0	390	104	8638	0	0	248	0	64	846	104	0	0	128	0	0	732	0	0	0	574	194	0	0	0	2	0	38	0	0	2	0	0	0	0	0	0	154	0	10	0	0	4	200	364	240	1430	142	0	488	0	32	6	0	0	0	0	0	0	0	30	14	26	0	426	560	0	0	0	0	206	2	0	0	466	0	0	0	0	14	0	0	0	0	0	62	0	0	0	0	76	0	110	48
adult_c_000002956380_1	2	0	14	27780	0	0	7016	4	1718	11348	12706	0	1396	966	0	14678	2712	55160	0	1908	3880	0	3626	2630	0	0	0	32966	1196	0	2	0	4098	0	8068	0	0	14	0	0	226	2	952	0	6610	0	4928	0	0	6	1584	26076	10490	4606	4060	8	8730	0	3092	10662	0	0	0	0	0	0	0	6772	6038	2084	0	2442	1360	0	0	0	960	2552	1520	0	0	930	32	0	4	122	6928	0	0	0	0	0	3722	0	0	0	0	9522	32	5548	8968
adult_c_000002957117_1	6	0	0	0	0	0	8	6	4	0	1538	0	0	0	0	118	2	4	0	2	0	0	0	100	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	4	4	22	0	4	2	10	0	0	120	2	0	0	0	0	0	0	0	342	2	0	0	6	0	0	0	0	6	0	4	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	708	0	8	236
adult_c_000002957226_1	10	0	0	4	0	0	2	4	8	0	3278	0	0	0	0	8	0	8852	0	4	0	0	4	0	0	0	0	0	0	0	4	0	210	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	4	0	4	2	6	0	0	10	4	0	0	0	0	0	0	0	8	724	0	0	0	0	0	0	0	2	2	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	8
adult_c_000003211379_1	2	0	0	12	0	0	1702	0	8	382	744	0	0	0	0	28	2	16	0	600	180	0	858	378	0	0	0	6	0	0	4	0	8	0	8	0	0	0	0	0	0	0	144	0	466	0	516	0	0	4	0	858	334	4	126	0	422	0	8	1762	0	0	0	0	0	0	0	22	2	0	0	94	50	0	0	0	318	0	204	0	0	2	8	0	0	0	464	0	0	0	0	0	0	0	0	0	0	22	0	110	14
adult_c_000003211382_1	18	0	0	53680	0	0	31872	18	656	0	142	0	0	186	0	2912	960	1024	0	6152	234	0	10466	66	0	0	0	15730	930	0	12	0	406	0	7428	0	0	4	0	0	0	0	1030	0	1238	0	2	0	0	18	298	4068	1848	1768	636	12	772	0	1954	18876	0	0	0	0	0	0	0	2726	1442	696	0	4	0	0	0	0	1654	548	1056	0	0	588	12	0	8	0	2	0	0	0	0	0	1416	0	0	0	0	3474	0	782	2772
adult_c_000003211468_1	10	0	0	8	0	0	4290	6	364	404	44	0	0	266	0	242	708	5344	0	1286	392	0	1814	14	0	0	0	10	276	0	2	0	504	0	0	0	0	2	0	0	0	0	408	0	800	0	422	0	0	4	368	2482	1020	1084	330	0	806	0	16	4168	0	0	0	0	0	0	0	62	1324	4	0	0	10	0	0	0	838	458	472	0	0	350	4	0	4	0	454	0	0	0	0	0	0	0	0	0	0	24	0	588	22
adult_c_000003211523_1	2	0	0	30	0	0	902	2	0	8	10	0	0	2	0	12	0	2628	0	32	20	0	16	0	0	0	0	22	0	0	0	0	48	0	18	0	0	0	0	0	0	0	0	0	38	0	4	0	0	22	0	30	26	6	14	0	20	0	8	92	0	0	0	0	0	0	0	42	80	2	0	42	0	0	0	0	12	0	0	0	0	0	80	0	4	0	10	0	0	0	0	0	0	0	0	0	0	36	0	18	10
adult_c_000003211643_1	8	0	0	4	0	0	2756	0	0	0	2	0	0	2	0	4	2	0	0	322	0	0	1458	0	0	0	0	4	2	0	0	0	8	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	4	0	0	0	4	0	0	2	0	8	4490	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	412	0	584	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
adult_c_000003212341_1	2	0	0	662	0	0	1436	0	2	1802	2676	0	202	2	0	1974	0	4	0	216	2	0	868	1018	0	0	0	2342	0	0	0	0	2	0	306	0	0	2	0	0	0	0	38	0	2	0	294	0	0	2	0	2	2	4	0	2	0	0	58	2672	0	0	0	0	0	0	0	104	0	76	0	8	180	0	0	0	252	2	354	0	0	0	2	0	2	0	620	0	0	0	0	0	156	0	0	0	0	840	0	0	142
adult_c_000003513025_1	0	0	0	2	0	0	710	0	82	2708	0	0	0	54	0	0	260	0	0	288	364	0	346	0	0	0	0	2	78	0	0	0	2	0	0	0	0	0	0	0	0	0	98	0	564	0	1050	0	0	2	84	1800	882	468	288	0	672	0	0	1164	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	130	126	156	0	0	90	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	344	0
adult_c_000003513025_2	4	0	0	48	0	0	4656	2	406	20940	6	0	0	466	0	2	1212	4	0	2088	218	0	2198	0	0	0	2	68	444	0	0	0	2	0	14	0	0	0	0	0	0	0	514	0	334	0	7914	0	0	4	494	924	510	1674	190	6	440	0	0	7260	0	0	0	0	0	0	0	4	4	8	0	2	0	0	0	0	688	848	1080	0	0	684	0	0	2	0	11080	0	0	0	0	0	22	0	0	0	0	4	0	190	0
adult_c_000003513025_3	6	0	0	22	0	0	7690	2	1152	40046	18	0	2	1030	0	16	3214	34	0	3370	5832	0	4008	0	0	0	0	16	966	0	4	0	42	0	2	0	0	4	0	0	2	0	820	0	8980	0	14510	0	0	4	1218	26546	13350	5186	4762	14	10952	0	4	13354	0	0	0	0	0	0	0	14	16	16	0	2	4	0	0	0	1390	1818	2090	0	0	1362	8	0	12	2	22698	0	0	0	0	0	6	0	0	0	0	8	0	6052	4
adult_c_000003513150_1	2	0	0	4	0	0	4	6	2	1576	10	0	0	2	0	2	8	0	0	4	4	0	0	0	0	0	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	0	4	2	2	0	4	0	4	0	0	4	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1902	0	0	0	0	0	0	0	0	0	0	8	0	0	4
adult_c_000003513217_1	4	0	0	10	0	0	760	0	8	454	808	0	0	2	0	32	4	10	0	278	174	0	336	350	0	0	0	4	0	0	4	0	2	0	4	0	0	2	0	0	0	0	76	0	384	0	738	0	0	4	0	730	300	42	112	0	282	0	12	862	0	0	0	0	0	0	0	18	0	0	0	82	74	0	0	0	168	0	82	0	0	2	6	0	0	0	584	0	0	0	0	0	0	0	0	0	0	10	0	130	26
adult_c_000003513241_1	6	0	0	3082	0	0	176	0	14	512	756	0	302	4	0	140	46	14282	0	48	102	0	128	188	0	0	0	4308	14	0	0	0	480	0	716	0	0	2	0	0	0	4	82	0	94	0	740	0	0	8	8	250	146	170	110	2	126	0	66	366	0	0	0	0	0	0	0	72	470	248	0	62	138	0	0	0	28	20	46	0	0	20	4	0	0	0	682	0	0	0	0	0	232	0	0	0	0	172	18	50	82
adult_c_000003513463_1	2	0	0	1298	0	0	6	0	698	6884	4494	0	0	476	0	500	1884	1104	0	0	384	0	2	1160	0	0	0	3032	522	0	2	0	16	0	318	0	0	0	0	0	0	0	0	0	1030	0	766	0	0	12	500	570	802	2734	170	8	616	0	144	2	0	0	0	0	0	0	0	176	120	126	0	530	376	0	0	0	0	726	6	0	0	894	8	0	2	0	2018	0	0	0	0	0	390	0	0	0	0	764	0	264	522
adult_c_000003513629_1	12	0	0	6	0	0	462	6	6	1488	26	0	0	0	0	2	0	2	0	140	4	0	216	0	0	0	0	4	106	0	2	0	20	0	0	0	0	0	0	0	0	0	18	0	2	0	1606	0	4030	20	0	0	0	6	0	2	0	0	2	548	0	0	0	0	0	0	0	0	170	0	0	40	6	0	0	0	54	0	180	0	0	2	16	0	12	0	2132	0	0	0	0	0	0	0	0	0	0	8	0	2	0
adult_c_000003798789_1	6	0	0	2822	0	0	2526	6	4	14	126	0	0	4	0	3022	4	2930	0	656	1228	0	1082	12	0	0	0	3570	10	0	2	0	66	0	1254	0	0	0	0	0	0	4	170	0	2030	0	0	0	0	8	2	4008	2180	16	670	2	1222	0	368	2926	0	0	0	0	0	0	0	1370	68	258	0	16	16	0	0	0	384	4	358	0	0	4	18	0	2	0	4	0	0	0	0	0	410	0	0	0	0	1080	0	754	990
adult_c_000003798815_1	4	0	0	4780	0	0	986	4	100	0	426	0	0	54	0	502	126	5020	0	400	2000	0	502	112	0	0	0	6318	50	0	0	0	614	0	1644	0	0	0	0	0	0	0	564	0	2528	0	2	0	0	2	36	11414	5444	334	1376	0	3158	0	92	2002	0	0	0	0	0	0	0	282	1914	544	0	174	60	0	0	0	166	62	394	0	0	106	8	0	0	0	0	0	0	0	0	0	814	0	0	0	0	118	0	1524	204
adult_c_000004174578_1	20	0	0	57180	0	0	12334	10	634	17554	42	0	2	298	0	118122	2356	129326	0	2276	4974	0	6846	26	0	0	0	81972	358	0	10	0	2488	0	18436	0	0	24	0	0	0	0	2066	0	11060	0	3918	0	0	20	594	16774	12786	4300	5856	10	6852	0	23958	21836	0	0	0	0	0	0	0	54798	3842	4438	0	2	6	0	0	0	1698	566	3172	0	0	680	32	0	28	0	7686	0	0	0	2	0	9752	0	2	0	0	63202	0	7358	70978
adult_c_000004174614_1	4	0	0	4788	0	0	2	0	244	8	4584	0	0	130	0	2646	390	0	0	0	0	0	0	948	0	0	0	5392	148	0	0	0	0	0	1840	0	0	4	0	0	0	0	0	0	2	0	0	0	0	2	186	2	0	706	0	0	0	0	698	2	0	0	0	0	0	0	0	1298	2	464	0	228	286	0	0	0	2	334	0	0	0	122	2	0	2	0	0	0	0	0	0	0	1114	0	0	0	0	1624	0	4	1866
adult_c_000004174622_1	6	0	0	0	0	0	4	4	14	0	0	0	0	6	0	856	6	4	0	4	4	0	6	2	0	0	0	4	4	0	2	0	102	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	2	0	0	18	0	4	0	0	2892	18	0	0	0	0	0	0	0	4088	18	0	0	0	0	0	0	0	0	2	4	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16456	0	10	4430
adult_c_000004174691_1	496	0	0	562	0	0	18	126	102	2	994	0	0	60	0	354	126	3222	0	56	104	0	4	104	0	0	0	836	30	0	240	0	358	0	270	0	0	0	0	0	0	0	2	0	134	0	0	0	0	2	122	68	24	82	72	2	80	0	918	100	0	0	0	0	0	0	0	2988	794	72	0	306	58	0	0	0	10	220	22	0	0	24	76	0	0	0	0	0	0	0	0	0	258	0	0	0	0	2532	0	106	1722
adult_c_000004493597_1	866	0	0	532	0	0	62	218	158	0	1194	0	0	90	0	74	164	1762	0	152	968	0	44	86	0	0	0	680	32	0	184	0	336	0	232	0	0	2	0	0	0	0	4	0	1158	0	6	0	0	10	174	602	390	168	1008	0	506	0	114	278	0	0	0	0	0	0	0	562	716	66	0	492	96	0	0	0	30	284	82	0	0	34	86	0	2	0	4	0	0	0	0	0	246	0	0	0	0	198	0	878	130
adult_c_000004735154_1	706	0	0	396	0	0	48	146	494	4	642	0	0	320	0	48	620	1140	0	94	116	0	30	62	0	0	0	546	68	0	132	0	208	0	162	0	0	4	0	0	0	0	2	0	166	0	2	0	0	0	854	92	56	472	136	0	76	0	116	210	0	0	0	0	0	0	0	546	458	56	0	402	60	0	0	0	16	1090	44	0	0	84	178	0	0	0	0	0	0	0	0	0	180	0	0	0	0	316	0	146	178
adult_c_000004735184_1	8	0	0	10	0	0	4	2	18504	0	0	0	0	6452	0	2	16754	2	0	0	48	0	4	0	0	0	0	0	5034	0	0	0	4	0	2	0	0	2	0	0	0	0	4	0	48	0	0	0	0	2	12036	226	84	15762	48	0	88	0	4	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	16268	0	0	0	5074	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	44	6
adult_c_000004735478_1	798	0	0	24	0	0	4	382	126	18	32	0	0	52	0	12	152	124	0	10	42	0	2	4	0	0	0	26	30	0	74	0	14	0	44	0	0	542	0	0	0	0	0	0	64	0	4	0	0	0	88	52	34	50	62	8	20	0	12	40	0	0	0	0	0	0	0	24	36	6	0	2	0	0	0	0	0	110	10	0	0	52	0	0	32	0	20	0	0	0	0	0	60	0	0	0	0	26	0	82	8
adult_c_000005117362_1	0	0	0	24	0	0	1796	2	10	362	690	0	0	2	0	26	8	12	0	556	210	0	802	360	0	0	0	12	2	0	0	0	8	0	0	0	0	2	0	0	0	0	156	0	436	0	532	0	0	2	2	812	332	14	120	4	310	0	14	1784	0	0	0	0	0	0	0	8	2	0	0	80	50	0	0	0	370	0	214	0	0	0	6	0	2	0	542	0	0	0	0	0	0	0	0	0	0	20	0	144	24
adult_c_000005117488_1	32	0	0	36	0	0	1296	42	8	10	24	0	0	6	0	24	4	156	0	5920	22	0	2416	2	0	0	0	90	0	2	2680	0	14	0	18	0	0	4	0	0	0	0	248	0	6	0	12	0	0	452	4	16	0	26	12	40	10	0	4	7196	0	0	0	0	0	0	0	36	58	6	0	10	0	0	0	0	654	10	1976	0	0	6	14	0	4	0	8	0	0	0	0	0	34	0	0	0	0	46	0	24	14
adult_c_000005117674_1	4	0	0	0	0	0	2712	6	0	0	2	0	0	0	0	0	0	0	0	326	2	0	1482	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	66	0	2	0	0	0	0	6	0	0	0	8	0	8	0	0	2	4648	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	448	0	650	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
adult_c_000005117827_1	4	0	0	706	0	0	1424	4	0	1708	2596	0	178	0	0	1952	0	2	0	176	0	0	818	970	0	0	0	2226	0	0	2	0	2	0	258	0	0	0	0	0	0	0	48	0	2	0	304	0	0	2	0	2	2	6	0	2	0	0	34	2564	0	0	0	0	0	0	0	98	0	74	0	12	202	0	0	0	264	0	324	0	0	2	4	0	0	0	644	0	0	0	0	0	156	0	0	0	0	786	2	4	88
adult_c_000005118029_1	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	2	0	0	0	14	0	0	118	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	22	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0
adult_c_000005503414_1	4	0	0	20	0	0	2	0	708	10	12	0	0	1596	0	102	1106	1932	0	4	112	0	32	0	0	0	0	24	258	0	180	0	222	0	22	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	1248	722	196	618	466	0	310	0	206	6	0	0	0	0	0	0	0	722	544	2	0	0	2	0	0	0	0	814	0	0	0	190	118	0	0	0	6	0	0	0	0	0	186	0	0	0	0	588	0	852	218
adult_c_000005503440_1	32	0	0	296	0	0	16	8	97900	18	28	0	0	34374	0	0	86422	14	0	10	106	0	18	4	0	0	0	124	24826	0	0	0	10	0	48	0	0	2	0	0	0	0	18	0	288	0	2	0	0	20	62250	3550	294	80472	178	24	202	0	10	44	0	0	0	0	0	0	0	10	6	14	0	0	0	0	0	0	2	82520	0	0	0	26998	18	0	8	0	18	0	0	0	0	0	2	0	0	0	0	14	0	212	16
adult_c_000005638975_1	4	0	0	136	0	0	10	6	14	4	64	0	0	4	0	7984	28	34	0	4	316	0	6	78	0	0	0	38	2	0	0	0	0	0	6	0	0	4	0	0	0	0	2	0	484	0	4	0	0	4	2	3780	738	82	352	0	626	0	1692	16	0	0	0	0	0	0	0	3742	6	6	0	4	6	0	0	0	2	16	2	0	0	0	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	4476	0	308	5890
adult_c_000005639083_1	2	0	0	4920	0	0	0	0	216	4	4826	0	0	146	0	2724	410	4	0	4	0	0	2	928	0	0	0	5392	142	0	0	0	2	0	1890	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	170	2	0	626	0	0	0	0	644	2	0	0	0	0	0	0	0	1384	0	372	0	252	258	0	0	0	0	316	0	0	0	126	2	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	1516	0	2	1962
adult_c_000005639089_1	0	0	0	7294	0	4	250	2	96	128	442	0	88	56	0	672	202	6470	0	94	64	0	154	114	0	0	0	8784	72	0	2	0	534	0	1558	0	0	0	0	0	0	0	140	0	34	0	164	0	0	0	38	130	76	644	46	0	94	0	246	484	0	0	0	0	0	0	0	276	652	646	0	56	74	0	0	0	28	88	108	0	0	104	4	0	2	0	134	0	0	0	0	0	600	0	0	0	0	788	2	18	516
adult_c_000005639257_1	4	0	0	2720	0	0	148	0	4	872	82	0	0	4	0	1066	50	748	0	62	36	0	68	28	0	0	0	2470	6	0	2	0	72	0	554	0	0	0	0	0	0	0	84	0	42	0	120	0	0	4	22	108	66	26	50	4	74	0	326	286	0	0	0	0	0	0	0	506	280	158	0	44	8	0	0	0	26	4	46	0	0	18	0	0	0	0	304	0	0	0	0	0	328	0	0	0	0	864	0	18	582
adult_c_000006007668_1	2	0	0	4	0	0	0	0	46	0	8	0	0	104	0	62	86	326	0	0	580	0	8	2	0	0	0	4	24	0	60	0	56	0	8	0	0	0	0	0	0	0	0	0	1534	0	0	0	0	0	84	2810	1392	54	2060	2	1686	0	92	4	0	0	0	0	0	0	0	296	90	0	0	0	0	0	0	0	0	58	0	0	0	14	40	0	0	0	6	0	0	0	0	0	26	0	0	0	0	236	0	3760	104
adult_c_000006007941_1	884	0	0	634	0	0	52	234	158	4	1262	0	0	120	0	80	166	1962	0	184	972	0	26	166	0	0	0	882	50	0	254	0	364	0	264	0	0	0	0	0	0	0	8	0	1150	0	6	0	0	4	194	546	338	182	988	2	594	0	132	288	0	0	0	0	0	0	0	512	866	62	0	538	108	0	0	0	34	256	82	0	0	32	56	0	8	0	2	0	0	0	0	0	290	0	0	0	0	182	0	862	124
adult_c_000006501244_1	834	0	0	698	0	0	44	220	676	2	936	0	0	464	0	122	942	1978	0	124	128	0	46	80	0	0	0	830	88	0	146	0	280	0	278	0	0	4	0	0	0	0	4	0	130	0	2	0	0	8	1240	112	54	884	144	4	84	0	242	244	0	0	0	0	0	0	0	904	620	92	0	436	100	0	0	0	44	1610	54	0	0	172	224	0	2	0	4	0	0	0	0	0	256	0	0	0	0	576	0	192	334
adult_c_000006501252_1	8	0	0	2	0	0	4	6	18410	0	8	0	0	6768	0	2	16726	0	0	0	36	0	4	0	0	0	0	2	4864	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	48	0	0	0	0	2	12580	230	74	15422	66	2	96	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	16214	0	0	0	5290	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	30	4
adult_c_000006501409_1	2	0	0	94	0	0	2	2	1688	12	532	0	0	1280	0	66	3554	4148	0	0	260	0	6	188	0	0	0	194	1322	0	2	0	160	0	24	0	0	0	0	0	0	0	2	0	132	0	0	0	0	4	1490	250	304	5436	138	6	272	0	18	2	0	0	0	0	0	0	0	32	418	10	0	120	100	0	0	0	0	2506	0	0	0	1094	4	0	0	0	6	0	0	0	0	0	18	0	0	0	0	58	0	58	42
adult_c_000006501488_1	8	0	0	268	0	0	16	6	738	10	38	0	0	488	0	198	1758	6024	0	0	22	0	6	10	0	0	0	406	550	0	0	0	566	0	72	0	0	0	0	0	0	0	6	0	24	0	4	0	0	2	674	110	68	2398	14	0	34	0	44	24	0	0	0	0	0	0	0	130	1300	16	0	4	4	0	0	0	0	1118	6	0	0	590	0	0	2	0	22	0	0	0	0	0	26	0	0	0	0	144	0	30	102
adult_c_000007050585_1	0	0	0	9340	0	0	486	2	36	54	158	0	2	40	0	634	58	744	0	270	58	0	374	48	0	0	0	11546	24	0	0	0	106	0	3706	0	0	0	0	0	0	0	46	0	86	0	50	0	0	0	44	214	110	78	80	2	104	0	68	1110	0	0	0	0	0	0	0	166	168	668	0	86	40	0	0	0	86	46	132	0	0	12	2	0	2	0	54	0	0	0	0	0	1600	0	0	0	0	454	0	112	178
adult_c_000007050643_1	0	0	0	1252	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	46	0	0	0	0	0	0	1376	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	158	116	0	36	4	70	0	0	0	0	0	0	0	0	0	0	0	2	108	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	24	0
adult_c_000007050643_2	2	0	0	10480	0	0	4	0	14	2	0	0	0	4	0	4	16	4	0	0	136	0	2	0	0	0	0	12728	0	0	0	0	0	0	3724	0	0	0	0	0	0	0	0	0	166	0	0	0	0	2	2	842	340	46	108	0	246	0	2	2	0	0	0	0	0	0	0	4	2	874	0	0	0	0	0	0	2	6	0	0	0	4	2	0	4	0	0	0	0	0	0	0	2010	0	0	0	0	8	0	114	2
adult_c_000007050851_1	2	0	0	1254	0	0	4	4	4	760	14	0	0	0	0	38	6	170	0	0	84	0	2	0	0	0	0	6622	6	0	0	0	40	0	694	0	0	0	0	0	0	0	0	0	242	0	266	0	0	6	0	106	310	2	22	2	130	0	8	4	0	0	0	0	0	0	0	18	44	272	0	6	4	0	0	0	2	0	2	0	0	0	8	0	0	0	164	0	0	0	0	0	786	0	0	0	0	10	0	208	4
