PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101
SRR5650119	-6.44513608325878	-17.0046702056419	-28.9591103250035	-1.06396354697189	0.4414257405064	-12.9016220172993	11.9098411348444	-0.357977125158494	0.768901753942559	-0.631671720976689	3.92072318024426	-1.6061336253728	3.52863740851054	-4.30746506890047	4.87704934859737	-2.29012910522048	3.68109615621731	-4.92282822609886	1.31019481755021	-0.872734963323401	0.161808872340969	-3.80561100365812	3.20801149960432	-1.01175092705015	4.41109594839905	-7.32887115356088	2.29550993241352	-3.51510282855191	2.07410867419474	-2.7461433157861	0.343248305191881	2.47087498549857	-5.57438745070759	0.360287576461832	2.3211930558818	-1.43315922927214	1.50044715716023	2.12442135364644	-4.67300257084943	-0.124696053131077	-3.97921430204604	0.53541134661883	0.0905887792038862	2.39185817520816	-3.71342976436024	-2.72002345853585	2.55307749079971	2.58593796512778	1.99196614652047	4.09058056518056	-2.27411990880088	-1.26687693808683	-0.76687404564904	-0.0531105416853005	-0.43933361767385	0.139008183911089	1.84978074267405	0.871229290922198	1.15683685621768	-1.3435196062563	-1.00822044227285	-0.327563776334039	-0.0976287969196363	-0.475923190334703	-0.123838500586104	-0.423066436215889	0.770449768062275	0.14318746200717	0.335642824348432	0.805624431478767	0.0163826376070071	-0.693051196482424	-0.164897731084449	-0.809266707423323	0.633432365716405	0.209431617610223	0.0669116433554947	0.193717072100714	-0.631901681074617	-0.0905037243762698	0.11279020983662	0.242622055457321	0.166719469248833	-0.114345719518014	-0.0707777590798766	-0.104864576358545	-0.122449559505994	-0.106102061625951	0.0533764223908408	0.100118759882964	0.00147226901280417	-0.0349814815203286	-0.0315451565729994	-0.0217077388200162	-0.0412273154998761	-0.0277126647333197	0.00449542237048805	0.0126234937001257	0.00386304458173316	0.000908945464232199	2.09554595897998e-15
SRR3131760	42.9015933065391	9.44055263980094	10.3178858084803	-4.78798419521274	-2.0882737449361	-16.0374133430792	-2.93161233285159	-6.17506918546451	11.5495255954444	-4.59778412336399	7.7069969834304	-6.02656479512464	-15.7201140817022	-8.14132746494499	1.64202241890682	-0.856770426453368	5.71538841816116	4.01493185897954	-1.02380369144298	1.67665169562321	0.817252616345584	-5.14479527625017	0.500129939114842	1.07713902569655	-0.987407199264309	-0.414368533942314	0.898758869903054	2.30411057301212	0.320074843249499	-0.400608999028608	-0.941929794486968	-0.697610297064579	1.43284856134145	0.962887182477701	-1.7427631399953	-0.806934847449686	0.566677048651344	0.503222589703125	0.505070638839784	0.205918793950667	0.605204596710611	0.590628947237946	0.779820816272067	-1.71541308829945	1.60265654999523	-2.04581963425826	0.724062829005942	0.933666663864214	0.906456813376692	1.62724492174755	-0.961232789926668	-0.657807823284249	0.695863574616531	-0.300547243718116	1.03233807041673	0.99733380981439	0.275680980696282	-3.05048897306963	-1.57900989580047	0.392428973848106	0.356774857714036	-1.75309486992425	-2.11838719601573	0.702077924784647	-0.0202031318109036	-1.65900632267108	-0.529830100857267	1.30159858669859	1.47173811422254	-0.754986489278414	0.622463822985015	0.40738706124954	-0.893453668130001	-0.0362292636493153	0.552364501964201	-1.94867630630807	0.588241296751149	-0.384746059436211	-0.202158285656914	-0.46979204456434	-0.225055452423698	0.517803883504402	-0.440542595694714	0.690230423497771	0.467491334824932	0.511396413832868	0.248566605682643	0.240204334026875	1.58751003596527	-0.338536174716284	0.726153149628584	-0.785604507327572	0.44782535981247	-0.0792440709163148	-0.0193818800184281	-0.0409164745887208	-0.201259201449354	-0.141005507850626	0.0493395048999374	-0.0233755055369549	3.78863607153335e-15
SRR3131720	13.9127881461173	7.77150163762204	6.47058365190929	2.6562836707974	0.952693419311165	-6.70275233103556	1.29565173442449	-3.27146392591282	-1.54002724469339	6.80525651590169	-4.890531694268	0.396219944029926	1.34426880882179	1.13917681362252	-1.49167884783645	-0.706415146498106	-3.98655408473912	-2.59742007713574	0.899491016565227	1.68779322583338	0.757796900949514	-0.542019516763803	-0.0373338933698857	1.40056535350984	1.77920413867046	0.380869468160579	-1.35067395732231	0.423184519419722	2.40394218236456	0.460039171190588	-0.162401964876039	1.27549928382839	1.19565783890068	1.95921851374202	-2.30304232679947	-0.824234137007676	-1.87017448720821	1.48074475988172	0.994891788602909	-0.828430669713535	1.84327736207049	-0.973100864535854	3.01329054939386	-1.80712460087762	1.30376982605513	-1.16102771544547	0.922784111347548	1.12922579401725	-0.223333104991991	1.37894038149868	-1.73883368956406	-1.87797611368973	1.62328990508084	0.131513644382789	0.561026364143553	-2.24082775266878	-0.280429302605168	-1.82166502851852	-0.0186039381491092	-0.0683278566947014	-1.52572342756182	-1.73992022112702	1.56882115017647	1.55429375174868	0.0953679578389921	-0.484332847060172	0.284945876107082	0.738432981294689	0.277647393067804	-0.323171120928053	0.882807354603848	-2.1017969183012	-1.33566863321893	1.45765458888899	2.13108080020647	-1.16840101706263	1.54409981415571	-0.58330525094193	-0.331747819935227	0.0787281480389813	-0.536529369364397	-2.25388015481409	0.661732820023368	-2.105478213795	-0.577867040429951	0.390339946795747	-0.536779121666246	-0.43407585901	-0.914426978834398	0.734784383012885	-0.933791885365705	-0.0996951958323231	0.195252826117643	-0.404588680550947	0.197502775124377	0.033659520982358	0.00258626351221118	-0.0802548200643657	0.0518368716903143	-0.0264181449024716	1.70696790036118e-15
SRR5650133	-38.690402368193	28.1486467550675	-5.64085009621255	15.8452904565049	-14.5068841779552	4.63964006848176	7.77847993079187	11.5773365757522	8.96039680443004	-5.99619245500412	2.37294020733218	1.20532766777619	-0.742870551831689	1.81563138745826	-1.31755873062914	-1.30910231210486	0.137578482320301	3.11488214483322	0.975845517888831	0.842567876359653	3.59928291642452	-0.420091632625934	-1.03842604497208	-1.7622112556724	1.90916629346077	-0.160163153006394	-1.90066478489273	-0.519156604282412	1.61741996483076	-1.10301640475687	1.24324849725583	-0.82168062943427	0.680719670850735	-0.682359699420077	1.2301492345947	3.36507055361319	-4.30888152879941	-0.995315000258834	-0.663040906251027	2.47236926251192	-2.71672099008334	3.16402726310519	-0.921515691895571	-0.723814458599904	2.34134496291472	-0.0703914472494016	-1.01165870309319	-0.869369111189278	-1.68866190024694	2.90927441326579	-1.74032594800685	-1.57345642465347	0.694653747401164	2.19667309305942	1.07001760271453	2.59080409818181	-0.797627716577751	0.42869236406557	1.84840268533883	0.646778675942718	-2.05696091015335	-2.17968690114163	-0.59994124737771	1.07413646775386	1.12875484173063	3.04342649133658	-3.38817965857509	-1.04997426445385	0.0921589290085404	0.494200768603963	-2.58480490611977	-1.50559649482808	2.07449734389606	0.516700565494196	-0.0352118508820202	-0.740262770943735	-0.0712491811861588	0.0616616078311838	-0.116967364951821	-0.249864721068536	0.179834992751126	0.0955571446650075	-0.164316028283991	0.297575753870603	-0.0778093486782651	-0.0850332552058945	-0.176355044085563	0.207992440014708	-0.0612132568262529	-0.0473840259283988	-0.122380311742151	-0.0990038194182608	0.0219280684479772	-0.0100171064389682	-0.016056919472399	-0.0417145472446808	0.0129405235470021	-0.00919730054979977	0.0103183149041785	0.00881036560848818	2.3037127760972e-15
SRR3131748	18.684217529458	-1.76769168762923	-4.91719135049024	1.13645213369796	-1.06542173512413	6.20630781675174	2.09085810281487	2.74228025738846	-3.56780351965673	3.98769822196088	-7.78417973917127	-0.672612940902949	-2.27762597352895	-1.94393440924393	-4.2050707786307	-4.26800757113278	2.56372030668973	1.71713257457661	-2.39969079736091	2.39932089059898	1.50979991589558	3.42201351457655	1.54205396273618	2.59676234304146	-0.0498144852957212	0.777123698516632	0.966867246033303	1.47596752419924	-0.326025149091574	0.0261929251372946	-1.92372095148791	-0.0863466271759178	-0.191179201538695	-0.83776139344317	-0.0431262863892917	0.114128229876005	-0.021280536917002	-0.378945854984929	-0.482507891616315	1.1680355535786	0.048806466054113	-1.06820738972602	-0.372553515538721	3.0560024193083	1.07187292648046	-0.328964148995442	-2.53997662680736	-2.33120946576614	1.2664535653692	2.38704417609883	0.0614206004590281	-1.49151626395794	1.12738318612591	-0.685100842175041	-1.20950726480307	-2.71328550771789	0.779934943937537	-0.065187213090937	-0.850462743796224	-1.21784918910676	-0.628120459771747	0.756153493632424	-3.16168738490981	-0.542017546696059	0.961787060279557	-0.671858429992842	0.149783805935623	-0.221028293603384	-0.765203984823812	-0.00573236934439503	-0.0174952286062414	0.213048222805684	1.6423431215697	-0.968417402811187	0.830621817481345	-0.790537519303012	1.83630706142484	0.585161091507549	1.31340030532967	1.58132662114591	0.105093152004496	-0.0724201274393166	0.145680799524768	-0.686640034983485	0.0818943245187944	-0.0351131835405021	0.387813327190854	0.538730701386162	-0.962939737136944	-0.861184157018596	0.924883461851027	-0.470855772865849	-0.665881020693294	-0.257614919236928	-0.320081571248744	0.617531994279747	0.689740119256727	-0.39394299767307	0.174708940108491	0.187531749602638	2.0122792321331e-15
SRR3131740	25.8219617496222	0.69623148177437	0.48296981192165	2.08649604275845	2.69340431017778	5.58389245119939	2.62080889479643	0.210915076615232	-5.89478331057437	2.43702260853452	-3.13503459844588	2.42562382483699	2.44727980793391	4.40672736092698	1.60580849498119	2.77653667946826	-0.625235472086864	-0.532131939021441	1.74528145737169	-4.36547379728333	-1.34046735035908	3.16935371249833	1.05211483851418	-2.35863498241695	-5.44349907121678	-1.25162465830506	1.97961941442011	-2.06540524036466	0.256563769441939	-0.339212241012816	4.48965612487218	0.764398924234944	1.53083224366933	1.09519010530242	-0.616137391763111	0.525655583082968	0.0992272812216796	0.561421310529222	-1.61361622723179	-0.948244224742989	1.13080213796789	-1.52263326322832	1.49208242018065	1.45850303363441	2.93571204310516	-0.0218498081167233	0.49543419428709	1.11324755222591	2.75578764418665	0.72608501537983	0.296266804456179	-0.281906508814496	-0.19725416744743	-0.737333059614052	-0.960248480040856	-0.262889596559807	-0.270231197386893	-0.967016945623823	-1.89581339063614	0.938249009083176	-0.490613394965865	-1.48131909646931	1.59983616653408	0.470195315137459	1.25822347877875	1.06588388334422	0.132819737730374	-0.0935275459477182	1.54492066556576	-0.373569948061955	-0.367315397699033	0.0897538753939174	1.51693939673129	-0.437848544841789	0.111022392303706	1.62479654983336	-0.230096542293189	-1.30012904914596	0.317086745493725	-0.0394523969769584	0.767548306601796	0.520158645288626	-1.05847457692425	-1.61608141651974	1.36091476014029	-1.31710518809826	-1.53848493018985	1.06064261611864	0.917247940391477	0.169409471243005	0.100064445685299	-0.664140732223708	-0.542498583959741	0.459772034068981	0.0358010239153002	0.0127771062484666	-0.184416477439365	0.0814864473737796	0.139158271778085	-0.0242725201314924	5.96744875736022e-16
SRR5650117	-26.9799100447103	-15.7874575726465	14.3724899984005	7.17012383296171	-17.1209557567417	-8.37483820876479	-5.95788913139348	5.20927615035997	-11.256463067939	-2.54710299856943	5.17116574636643	1.10037624372289	-2.02360856319864	0.621100941760118	1.51033727683705	-1.26793846451986	0.418076918278623	2.52977531510009	1.27323121150782	0.0449141711386203	4.77403325471284	2.41451294734746	1.19145243747278	-0.702586159844432	-1.37216934573777	-0.0125478633837614	-0.667329395422106	-0.47640359160674	2.08350069605697	-1.28596441005457	-0.510747728208276	3.29861382235845	-2.35642514863196	-0.114261382708484	-1.97759416875424	0.404348363799113	2.90173433070812	-3.58396847857545	3.33032415469732	-4.45835085832978	6.96782656908694	-0.4931335546789	-0.366960267191232	2.62621829282379	-3.22019420843749	1.1297583407477	0.307004166367537	-0.203991032266923	-2.65546476759256	3.91447598646676	-3.31978929168062	1.80321294855607	-4.239500673469	1.16421656449917	0.85496738327227	0.312940476719835	0.152763568243866	-0.660030353159897	0.623465243253522	0.809298067387075	1.82145176691184	-0.775329321499497	-1.58355890259336	1.14320438585541	-0.30219901474826	1.09759904471207	-0.259525359846	0.0404743604696084	0.103085009649536	0.370708362091244	0.729742321456977	-0.263418546537602	1.05240439909382	1.01104568933259	0.575691025270045	0.629238157910735	-0.369465486142538	0.0849914567153372	0.193019415043699	-0.13651115310377	0.600747309788847	-0.534492769291608	-0.303457404903252	-0.0299745246767527	0.123428927980356	0.00700655287192311	0.267509857118408	0.0903004343074168	-0.0574176042354888	0.0350976024847603	0.103832893157525	0.0730407245755744	-0.0536023578023092	0.10911697314505	-0.0562385047214739	-0.0235533060275647	0.0189899343586788	-0.00746646747951696	-0.00567830369166346	0.00230479962404724	3.08086889333481e-15
SRR5650120	-2.69550824958702	-16.793021820468	-29.0996657643523	1.47790162382346	-1.1936459025506	-16.2465601641145	12.9348014423476	-1.86977096280999	2.74059298299402	-0.590669794228186	2.35368787378069	-1.8161625292878	2.28711789315368	-4.50519157793665	3.56419230558264	-5.86054221709727	1.00801030968789	-2.85025989748043	0.104044334967038	-3.54120420879216	-3.79066080525268	-2.83224352687028	1.01677862369573	0.00466496670670311	1.86814970507479	-5.35462964284949	3.37921129576262	-1.83807001768611	2.15232819434912	-4.61367369737347	-1.3645871383356	-0.103055837315988	-0.428251785839316	-2.58100435794302	1.55029306750375	-4.41341158156539	-1.56212485321517	0.329934407168788	6.4387821837227	-0.793147969907119	2.1361413161453	0.559594635937452	1.42115731738711	-1.71995678521944	3.44874372735556	3.3338405911901	-3.1791767877352	-3.0616081966328	-1.4529645887868	-1.88113882057745	-0.70428583600768	0.460039105169133	2.47258059413684	0.0704004391901469	-2.97708946727778	0.29244892497552	-1.07825818522304	-1.06891084913461	-2.0216406808466	1.05089586246229	1.41069099081881	-1.0745179995938	0.431747088682316	-0.114056922200632	0.53460389525019	-0.0655243380891077	-0.435838043619661	-1.00171114226915	-0.72726867315011	0.875143326847583	-0.801079324321466	0.00652748615593798	0.223879848316721	0.664695153047806	-0.745356154637553	0.694694786164794	-0.0840406718390327	-0.559562857009536	0.174613158288508	0.0760059438297401	-0.0120875886659748	-0.184692818807665	-0.291627495942473	-0.00307274750921738	0.0790091146665875	0.308620965388456	0.117193526821039	-0.0648839827552448	-0.080539392760311	-0.0589346064739885	0.0215558075878673	0.0897294623313059	0.049907127540324	0.0204164155116376	0.029285408365032	0.0135903946625901	-0.017136665390727	0.0100643830709209	0.0144373592141892	0.00428594123996852	-1.50435219836709e-14
SRR5650148	-27.6828084043886	1.41819564349927	-0.632721256026261	-16.2733780967757	18.3679041312927	-8.49525027243725	-1.50410763919599	9.70305436426091	-2.59910769896695	-4.76467352562888	-2.88312806912734	2.40013461482548	-2.20222804407551	0.367688254911263	0.722375717357466	-0.979124086269146	0.323103022252471	1.75812385441167	0.280776919296608	-0.327949208992163	1.87693112234589	-0.167517682171503	-1.01041560609096	-1.61294798883078	0.852295325363843	-1.45962657336766	-3.26268698838144	0.0970688800654887	-0.600603149483909	-2.05978784393541	-0.0436287353076355	0.120570248772122	3.77399694430962	-0.0548020762461044	-0.296470109602243	2.25700023470035	-0.36273218305203	1.84458331971413	-1.8314271128348	1.20124425983817	0.222621736721946	3.96467467655523	5.04704986817159	3.72125039838857	-4.54060005108838	-3.0670773132019	-0.102697379491145	0.98991801296105	-0.941090631426645	-3.68989072120396	0.824974585874788	1.4429835449076	0.150455862676693	0.192190424574908	-4.20379345484136	-3.31658432377213	0.558077845984051	-0.47792258105537	-1.50997790938967	2.02876402962438	1.17721565206895	0.537736158886077	-0.289879570699663	0.659166759868146	-1.39416535746637	0.470930955073011	-2.15500772491884	-1.55516484014462	1.30909352478763	-0.769164323832117	-1.51771577169223	0.20946345147698	0.561207656751244	1.44577752183424	0.876557648202102	-0.617668195802445	-1.05532359994745	0.749369235887189	0.229152402463804	-0.0293679874080487	0.232182764309545	-0.800508558941635	-0.317637243029558	0.101772665204387	0.00575565805500096	0.160276902810895	0.0663070145057079	0.0470761680614766	0.0468557968683074	-0.086710736775604	0.211276164736964	-0.064210346808513	0.0484507493223825	-0.0856929467540711	0.0146133347512874	0.01954205735138	-0.0274378750819354	-0.0124116192980311	-0.00581509837754907	-0.0131460325756034	-1.42941214420489e-15
SRR5650158	-20.2354800373331	-23.1460470309574	20.8631889632449	20.559274773791	11.0169154678748	5.72859286648989	-4.49497443488219	-0.368858631730282	16.6207066469065	-15.1539382039115	-11.5475123634329	-12.5924522669858	3.81625277405765	1.58859105768543	-0.153822362520159	1.75098888195097	2.53226808312374	-1.46320843713343	0.13014661870216	-0.0540112627980315	1.33739300058615	-0.939553617797202	3.4066798531024	-1.49639533470276	-1.55684280345974	-2.30338124775051	-0.170678054738296	0.0473594137464199	-2.16410523881063	1.30720297403247	0.0391814359996788	1.53426456407218	-0.744798115715631	2.04338288778296	1.17152212710453	-2.42534260720528	1.13541101480836	-1.41324635153691	-2.37635774933083	2.99049454132853	1.42205722118261	-0.80461545379086	-1.69446272443627	-0.561675677227724	-0.338737380186092	-0.541498596236713	-1.90485091930736	-0.70559421838989	-1.97201093539673	-3.45804757813989	-0.277267608778927	-2.77549167433957	-0.302914366621583	0.041028253395297	-1.02357578918881	0.251479167561573	0.730251207601048	-3.39006338935641	1.55088500017627	1.05028712217696	-0.948606644372566	-2.84594309532606	-0.54843461220857	-2.34213916639085	-1.68687759660084	2.37101585323681	3.30494232186657	-0.32675540441202	-0.179060275611696	-0.355796832269279	-0.373005136234152	-1.03175700196068	0.148430088091826	0.165534728759111	1.09199206464626	0.0762594771540255	-0.0597215033374432	0.203501363562013	0.237184768275596	-0.121950038429242	0.333240900161547	0.0285700234579523	-0.0256091602071307	0.340470635902766	-0.0333614668773277	0.0113946145245145	-0.0971768868950075	-0.109810119538211	-0.0395376009506327	0.0216248072349602	0.0635755258476729	0.00366822577854266	-0.0464549054578787	0.0444255146662948	-0.0250358557579251	0.010710282882751	0.0211803263981159	-0.00693962846116321	0.00247529581763017	0.00193821313948872	2.60902410786912e-15
