SRR341677	2
SRR5597283	0
SRR1761706	1
ERR260136	3
SRR1761712	1
SRR3131852	0
ERR260229	3
ERR260175	3
SRR5650097	3
SRR413724	2
SRR341592	2
SRR5621400	0
SRR341599	2
ERR260222	3
ERR260135	3
SRR5597324	0
SRR5597410	0
SRR3131798	0
SRR5597436	0
SRR5650039	3
ERR260146	3
SRR1930121	1
SRR5621404	0
SRR341641	2
SRR1930149	1
SRR341713	-1
SRR5597424	0
SRR3131850	0
SRR5597405	0
SRR3131812	0
SRR5597403	0
SRR5650055	3
SRR5597412	0
SRR5597316	0
SRR341666	2
SRR341671	2
ERR260161	3
SRR5650089	3
SRR3131866	0
SRR5650098	3
SRR341647	2
SRR5650103	3
SRR2912811	3
SRR5650030	3
SRR5597348	0
SRR3131882	0
SRR2912789	3
ERR260162	3
SRR3131770	0
SRR5650109	-1
SRR1761711	1
ERR260173	3
SRR341684	2
SRR2912795	3
ERR260215	3
SRR341722	2
SRR5650062	-1
SRR5597296	0
SRR5597353	0
SRR413731	2
ERR260189	3
SRR2912796	3
SRR5597367	0
SRR341692	2
SRR5650099	3
ERR260195	3
ERR260203	3
SRR5650112	3
SRR1778452	-1
SRR5597400	0
SRR2912803	3
SRR1929574	1
ERR260152	3
SRR5650102	3
SRR5650082	-1
SRR1761702	1
SRR341638	2
SRR3131808	0
SRR341708	2
SRR5597363	0
SRR2912791	3
SRR413615	2
SRR5597415	0
SRR1778453	-1
ERR260223	3
SRR341712	-1
SRR341673	-1
SRR341703	-1
SRR5597402	0
SRR5597297	0
SRR2912793	3
SRR5597408	0
SRR5650101	3
ERR260187	3
ERR260184	3
SRR3131762	0
SRR5597414	0
SRR3131714	0
SRR5650032	3
SRR5597357	0
SRR5597362	0
SRR341706	2
SRR5650026	3
SRR2912806	3
SRR5597271	0
SRR5621399	0
SRR341675	2
SRR3131758	0
SRR5597379	0
SRR5597366	0
SRR413631	2
ERR260182	3
SRR341702	2
SRR5597437	0
SRR5650054	3
SRR341660	-1
SRR5597304	0
SRR5597347	0
SRR1761664	1
SRR5597313	0
SRR341586	2
SRR5597355	0
ERR260226	3
SRR5597337	0
SRR5597311	0
ERR260172	3
SRR1930177	1
SRR341627	2
SRR5597276	0
SRR5621401	0
SRR341710	2
SRR5597369	0
SRR341620	2
SRR341583	2
SRR5621416	0
SRR341639	2
SRR341705	2
SRR341657	-1
SRR3131702	0
SRR5597375	0
SRR3131884	0
SRR3131734	0
SRR5597376	0
SRR2912781	3
SRR5650070	-1
SRR5621395	0
SRR5597301	0
SRR341689	2
SRR3131820	0
SRR5650106	3
ERR260214	-1
SRR3131706	0
SRR2912798	3
SRR5597346	0
SRR1761720	1
SRR3131782	0
SRR5621381	0
SRR341687	2
SRR341663	2
SRR5621379	0
SRR341714	2
SRR5597333	0
SRR1778456	2
SRR1778455	-1
ERR260177	3
ERR260221	3
SRR5621390	0
SRR3131826	0
SRR5650092	3
SRR5650110	3
SRR341629	2
SRR341720	2
SRR5597287	0
SRR3131740	0
SRR341676	2
SRR1930187	1
SRR1930145	1
SRR5650029	3
SRR1761713	1
SRR341645	2
SRR5597433	0
SRR341596	2
ERR260220	-1
SRR2912777	3
SRR5597308	0
SRR3131726	0
SRR5597386	0
SRR5650085	3
SRR1778454	2
SRR3131692	0
ERR260171	3
SRR1761700	1
SRR341590	2
SRR341630	2
SRR5597372	0
SRR5650043	3
SRR5597329	0
SRR1761666	1
SRR5597288	0
SRR5597430	0
SRR5597428	0
SRR1929485	1
SRR5650049	3
SRR5597429	0
SRR5650080	-1
SRR2912802	-1
SRR5650024	3
SRR3131772	0
SRR5597434	0
SRR341622	2
SRR341626	2
