contig	SORTED_PAIRED_SRR3131692	SORTED_PAIRED_SRR3131694	SORTED_PAIRED_SRR3131696	SORTED_PAIRED_SRR3131698	SORTED_PAIRED_SRR3131700	SORTED_PAIRED_SRR3131702	SORTED_PAIRED_SRR3131704	SORTED_PAIRED_SRR3131706	SORTED_PAIRED_SRR3131708	SORTED_PAIRED_SRR3131710	SORTED_PAIRED_SRR3131712	SORTED_PAIRED_SRR3131714	SORTED_PAIRED_SRR3131716	SORTED_PAIRED_SRR3131718	SORTED_PAIRED_SRR3131720	SORTED_PAIRED_SRR3131722	SORTED_PAIRED_SRR3131724	SORTED_PAIRED_SRR3131726	SORTED_PAIRED_SRR3131728	SORTED_PAIRED_SRR3131730	SORTED_PAIRED_SRR3131732	SORTED_PAIRED_SRR3131734	SORTED_PAIRED_SRR3131736	SORTED_PAIRED_SRR3131738	SORTED_PAIRED_SRR3131740	SORTED_PAIRED_SRR3131742	SORTED_PAIRED_SRR3131744	SORTED_PAIRED_SRR3131746	SORTED_PAIRED_SRR3131748	SORTED_PAIRED_SRR3131750	SORTED_PAIRED_SRR3131752	SORTED_PAIRED_SRR3131754	SORTED_PAIRED_SRR3131756	SORTED_PAIRED_SRR3131758	SORTED_PAIRED_SRR3131760	SORTED_PAIRED_SRR3131762	SORTED_PAIRED_SRR3131764	SORTED_PAIRED_SRR3131766	SORTED_PAIRED_SRR3131768	SORTED_PAIRED_SRR3131770	SORTED_PAIRED_SRR3131772	SORTED_PAIRED_SRR3131774	SORTED_PAIRED_SRR3131776	SORTED_PAIRED_SRR3131778	SORTED_PAIRED_SRR3131780	SORTED_PAIRED_SRR3131782	SORTED_PAIRED_SRR3131784	SORTED_PAIRED_SRR3131786	SORTED_PAIRED_SRR3131788	SORTED_PAIRED_SRR3131790	SORTED_PAIRED_SRR3131812	SORTED_PAIRED_SRR5650110	SORTED_PAIRED_SRR5650111	SORTED_PAIRED_SRR5650112	SORTED_PAIRED_SRR5650113	SORTED_PAIRED_SRR5650114	SORTED_PAIRED_SRR5650115	SORTED_PAIRED_SRR5650116	SORTED_PAIRED_SRR5650117	SORTED_PAIRED_SRR5650118	SORTED_PAIRED_SRR5650119	SORTED_PAIRED_SRR5650120	SORTED_PAIRED_SRR5650121	SORTED_PAIRED_SRR5650122	SORTED_PAIRED_SRR5650123	SORTED_PAIRED_SRR5650124	SORTED_PAIRED_SRR5650125	SORTED_PAIRED_SRR5650126	SORTED_PAIRED_SRR5650127	SORTED_PAIRED_SRR5650128	SORTED_PAIRED_SRR5650129	SORTED_PAIRED_SRR5650130	SORTED_PAIRED_SRR5650131	SORTED_PAIRED_SRR5650132	SORTED_PAIRED_SRR5650133	SORTED_PAIRED_SRR5650134	SORTED_PAIRED_SRR5650135	SORTED_PAIRED_SRR5650136	SORTED_PAIRED_SRR5650137	SORTED_PAIRED_SRR5650138	SORTED_PAIRED_SRR5650139	SORTED_PAIRED_SRR5650140	SORTED_PAIRED_SRR5650141	SORTED_PAIRED_SRR5650142	SORTED_PAIRED_SRR5650143	SORTED_PAIRED_SRR5650144	SORTED_PAIRED_SRR5650145	SORTED_PAIRED_SRR5650146	SORTED_PAIRED_SRR5650147	SORTED_PAIRED_SRR5650148	SORTED_PAIRED_SRR5650149	SORTED_PAIRED_SRR5650150	SORTED_PAIRED_SRR5650151	SORTED_PAIRED_SRR5650152	SORTED_PAIRED_SRR5650153	SORTED_PAIRED_SRR5650154	SORTED_PAIRED_SRR5650155	SORTED_PAIRED_SRR5650156	SORTED_PAIRED_SRR5650157	SORTED_PAIRED_SRR5650158	SORTED_PAIRED_SRR5650159
adult_c_000001082172_2_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6398716691916941	0.00784243828535781	0	0	0.01800196060957134	13.538989394884592	0	0.003921219142678905	0.0033865074414045093	0.0036538632920417075	0.05659032171820693	0	0.0014258978700650566	0.07111665626949469	0	0	0.002227965421976651	0.0010694234025487924	0.07174048658764816	0.0009803047856697263	0.004455930843953302	0.0013367792531859906	0	0	0	0.0007129489350325283	0.12031013278673915	0	0.003297388824525443	0	0.024685856875501292	0.39354781213795564	0.33499688084840923	0	0.016932537207022546	0	0.07334462169147135	0.0010694234025487924	0.01755636752517601	0	0.0015150164869441227	0.1437483290259335	0	0.017378130291417878	0.036093039836021745	0.0021388468050975848	0.0056144728633811605	0.1993583459584707	0.21602352731485608	0.21343908742536316
adult_c_000001082227_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0940122199592668	0.5632586558044806	0	0	0.13164969450101832	28.65653767820774	0.0014663951120162933	0.0035030549898167006	0.0026883910386965378	0.005132382892057027	0.00439918533604888	0.002525458248472505	0.002443991853360489	0	0.0017107942973523423	0.003991853360488799	0	0	0.008228105906313645	0.0005702647657841141	0.0009775967413441955	0	0.0005702647657841141	0.0030142566191446027	0	0.002769857433808554	0.001384928716904277	0.0011405295315682282	0.005132382892057027	0	0.004317718940936864	0.0005702647657841141	0.0030142566191446027	0	0.0015478615071283096	0	0	0	0	0	0	0	0	0	0	0	0.03429735234215886	0	0	0.002036659877800407
adult_c_000001082312_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05147012726474829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.56808350573631	11.293461225001566	0.5037928656510564	3.7863770296533135	14.129114162121498	87.07858441477023	0.09287818945520657	0.7770672685098113	0.0066453513886276724	0.6419033289448938	0.13165318788790673	0.00739765531941571	4.419346749420099	0.006708043382860009	0.2245313773431133	0.007021503354021691	2.848567487931791	2.1079556140680835	0.5194972102062566	4.374960817503605	0.45856059181242553	0.6304933859946085	6.627640900257037	6.929910350448248	2.097454705034167	0.39408187574446746	1.0471443796627171	10.934079368064697	24.81838129270892	9.08033979060874	14.306908657764403	12.507617077299228	7.751896432825528	65.02090778007648	4.226694251144129	5.88784402231835	4.872045639771801	5.7718324869914115	0.6709924142686979	0.8899442041251332	3.625916870415648	0.5451695818443985	0.9274967086703028	0.34750172402984136	0.21575449815058617	0.7620838818882829	3.8107015234154598	8.518901636261049	8.224625415334462	11.154473073788477
adult_c_000001082340_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23941895704880342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998014421569652	0.12153830076288014	0.36437105932350994	2.5647054725328315	1.9202285156930365	16.852056989584423	0.3170655240882015	2.7737485630682412	0.002124917267565402	0.000731528895391368	0.001950743721043648	0.0005225206395652628	0.03957222976974257	0.0008360330233044205	0.0003135123837391577	0.0011147106977392274	0.4488452293865608	0.028007106280698087	0.1120632598320967	0.12359354861183683	0.09934859093600863	0.006966941860870171	9.572996133347267	10.854007733305465	1.5754345629985718	0.021005329710523567	0.2538405267008047	0	0.0003831818023478594	1.0100323962796531	2.2403943289093253	2.1210506148326194	0.8537290556310307	0.3583794893231616	0.411432751593688	0.8743163688299022	1.6862786080050163	6.18566900059219	0.44097258508377746	2.9869718187201726	3.657992824049883	0.35820531577663983	0.19277528129027763	0.2715365590274149	0.05249590692165674	1.8192426934197234	8.289964120249417	0.30361932629672206	0.5880447277667468	0.36388337339324905
adult_c_000001082544_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27622492601118054	0	0	0	0	0	7.060929205618453	0.3497909522243623	0	0.0011744257058298492	2.3542067928782826	36.18269366279889	0.009395405646638794	0.12787147085075398	5.584206323108	0	0.009395405646638794	0.001503264903462207	0.036876967163057266	0	1.896086813548175	3.288673838492977	0.011650303001832105	0.014750786865222906	0.009160520505472823	0.09306149292995725	0.04190350918400902	0	0.0012214027340630431	0.003852116315121905	0.009489359703105181	0.0373467374453892	0.025367595245924742	0.01883778832151078	0.36172311739559354	0	0	0.003006529806924414	0.001503264903462207	0.00887865833607366	0.0016911730163949828	0	0	0	0.5384976746371024	0	0	0.037252783388922815	0.14003852116315121	0.028468079109315543	0	0	0.001362333818762625	0.05289613379057641	0.01526753417578804	0.050735190491849484
adult_c_000001082546_1_split_00001	0	0	0	0	0	0	0	0	165.61918039712717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047655259822560206	0	0.0714828897338403	0	0	0	0	0	0	0	0.023912125052809464	0	0	0	0	0	8.092522179974651	2.798310097169413	0.017068018588931137	0.4021968736797634	2.9876637093367133	36.21039290240811	0.01689902830587241	0.005576679340937896	0.1449936628643853	0.1688212927756654	0.06987748204478242	0.032953105196451206	0.08652302492606675	0.20591465990705535	0.17541191381495563	0.12108153781157584	0.10207013096746938	0	0.008871989860583017	0.10215462610899874	0.0031263202365863964	0	0.1541191381495564	0.1015631601182932	0.6294888043937473	0.0012674271229404308	0.17042670046472327	0.0507815800591466	1.172454583861428	0.5086607520067596	1.040811153358682	0.36062526404731726	0.09471905365441487	1.6202788339670469	0.08601605407689059	0.11930713983945923	0.08491761723700887	0.017997465145754118	0.06185044359949303	0	0.001351922264469793	0.017068018588931137	0	0.01841994085340093	0.0019433882551753274	0.0017743979721166034	0.07249683143219265	2.2289818335445712	1.1945923109421208	2.6230671736375157
adult_c_000001082609_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008947621997384541	0.027462316745818706	0	0	6.542019409456948	6.909216050657306	0	0	0.002546630876178677	0.003510220937435474	0.0010324179227751394	0	0	0	0.0013765572303668526	0.002202491568586964	0.001101245784293482	0.0010324179227751394	0.002408975153141992	0.0019271801225135936	0.001101245784293482	0	0.002340147291623649	0.001996007984031936	0	0	0.0012389015073301672	0	0	0	0.0017895243994769082	0.0015830408149218804	0	0	0.0009635900612567968	0	0	0	0	0	0	0	0	0	0	0	0.0010324179227751394	0	0	0
adult_c_000001082674_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8756302521008403	0.3604481792717087	0.3434173669467787	0.7001680672268907	1.5991036414565827	6.609075630252101	0	0.0038095238095238095	0	0	0.003137254901960784	0.0019047619047619048	0	0	0	0.001568627450980392	0	0.000784313725490196	0.009635854341736695	0.0030252100840336134	0.0013445378151260505	0	1.68078431372549	2.0041456582633055	0.49815126050420167	0.0016806722689075631	0	0.13243697478991598	0.22364145658263304	0.30901960784313726	3.413781512605042	1.2415686274509803	1.0901960784313725	1.1840896358543418	0.6247619047619047	0.6950140056022409	0.2910924369747899	0.33210084033613446	0	0.0013445378151260505	0	0	0	0	0	0.10969187675070027	0.35327731092436976	0	0.012324929971988795	0
adult_c_000001082753_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.566404760088489	1.0423373255015638	0	0	0.24654817301090853	21.81554657105805	0	0.0012205355099549928	0.0009916851018384315	0.0012968189793271798	0.0038141734686093524	0.001373102448699367	0	0.002898771836143108	0.001525669387443741	0.002135937142421237	0.001373102448699367	0.0034327561217484173	0.011061103058967122	0.007094362651613395	0.001449385918071554	0	0	0	0	0.0038904569379815393	0.003509039591120604	0	0.0025936379586543597	0	0.003280189183004043	0.0019070867343046762	0.004729575101075597	0.0019070867343046762	0	0.001449385918071554	0	0.0012205355099549928	0.0024410710199099855	0.0022885040811656114	0.001525669387443741	0	0	0.001373102448699367	0.0010679685712106186	0.0006102677549774964	0.0009916851018384315	0.03074223815699138	0.015409260813181783	0.030818521626363567
adult_c_000001083021_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.394144329896907	4.136494845360825	1.2489072164948454	4.145484536082474	9.15917525773196	47.601484536082474	0	0.5498556701030928	0.03232989690721649	9.21319587628866	1.8095670103092782	0.016577319587628866	0.9927422680412371	0.0010721649484536082	0.07637113402061856	0.8192164948453609	4.229773195876288	1.8211134020618556	2.5196701030927837	4.095752577319588	0.3185979381443299	0.5322886597938145	14.135092783505154	9.092618556701032	4.794721649484536	0.7808659793814433	2.7550515463917526	5.544494845360825	11.990432989690722	1.6705154639175257	2.6824742268041235	1.3308041237113402	2.435463917525773	26.22020618556701	1.136659793814433	1.2286185567010308	0.5535670103092784	4.9621443298969075	2.3484536082474228	1.4184742268041237	0.8139381443298969	2.1759175257731957	3.091134020618557	1.9538144329896907	0.6941030927835051	1.5865567010309278	3.012123711340206	0.023505154639175258	0.04997938144329897	0.03331958762886598
