contig	SORTED_PAIRED_SRR3131692	SORTED_PAIRED_SRR3131694	SORTED_PAIRED_SRR3131696	SORTED_PAIRED_SRR3131698	SORTED_PAIRED_SRR3131700	SORTED_PAIRED_SRR3131702	SORTED_PAIRED_SRR3131704	SORTED_PAIRED_SRR3131706	SORTED_PAIRED_SRR3131708	SORTED_PAIRED_SRR3131710	SORTED_PAIRED_SRR3131712	SORTED_PAIRED_SRR3131714	SORTED_PAIRED_SRR3131716	SORTED_PAIRED_SRR3131718	SORTED_PAIRED_SRR3131720	SORTED_PAIRED_SRR3131722	SORTED_PAIRED_SRR3131724	SORTED_PAIRED_SRR3131726	SORTED_PAIRED_SRR3131728	SORTED_PAIRED_SRR3131730	SORTED_PAIRED_SRR3131732	SORTED_PAIRED_SRR3131734	SORTED_PAIRED_SRR3131736	SORTED_PAIRED_SRR3131738	SORTED_PAIRED_SRR3131740	SORTED_PAIRED_SRR3131742	SORTED_PAIRED_SRR3131744	SORTED_PAIRED_SRR3131746	SORTED_PAIRED_SRR3131748	SORTED_PAIRED_SRR3131750	SORTED_PAIRED_SRR3131752	SORTED_PAIRED_SRR3131754	SORTED_PAIRED_SRR3131756	SORTED_PAIRED_SRR3131758	SORTED_PAIRED_SRR3131760	SORTED_PAIRED_SRR3131762	SORTED_PAIRED_SRR3131764	SORTED_PAIRED_SRR3131766	SORTED_PAIRED_SRR3131768	SORTED_PAIRED_SRR3131770	SORTED_PAIRED_SRR3131772	SORTED_PAIRED_SRR3131774	SORTED_PAIRED_SRR3131776	SORTED_PAIRED_SRR3131778	SORTED_PAIRED_SRR3131780	SORTED_PAIRED_SRR3131782	SORTED_PAIRED_SRR3131784	SORTED_PAIRED_SRR3131786	SORTED_PAIRED_SRR3131788	SORTED_PAIRED_SRR3131790	SORTED_PAIRED_SRR3131812	SORTED_PAIRED_SRR5650110	SORTED_PAIRED_SRR5650111	SORTED_PAIRED_SRR5650112	SORTED_PAIRED_SRR5650113	SORTED_PAIRED_SRR5650114	SORTED_PAIRED_SRR5650115	SORTED_PAIRED_SRR5650116	SORTED_PAIRED_SRR5650117	SORTED_PAIRED_SRR5650118	SORTED_PAIRED_SRR5650119	SORTED_PAIRED_SRR5650120	SORTED_PAIRED_SRR5650121	SORTED_PAIRED_SRR5650122	SORTED_PAIRED_SRR5650123	SORTED_PAIRED_SRR5650124	SORTED_PAIRED_SRR5650125	SORTED_PAIRED_SRR5650126	SORTED_PAIRED_SRR5650127	SORTED_PAIRED_SRR5650128	SORTED_PAIRED_SRR5650129	SORTED_PAIRED_SRR5650130	SORTED_PAIRED_SRR5650131	SORTED_PAIRED_SRR5650132	SORTED_PAIRED_SRR5650133	SORTED_PAIRED_SRR5650134	SORTED_PAIRED_SRR5650135	SORTED_PAIRED_SRR5650136	SORTED_PAIRED_SRR5650137	SORTED_PAIRED_SRR5650138	SORTED_PAIRED_SRR5650139	SORTED_PAIRED_SRR5650140	SORTED_PAIRED_SRR5650141	SORTED_PAIRED_SRR5650142	SORTED_PAIRED_SRR5650143	SORTED_PAIRED_SRR5650144	SORTED_PAIRED_SRR5650145	SORTED_PAIRED_SRR5650146	SORTED_PAIRED_SRR5650147	SORTED_PAIRED_SRR5650148	SORTED_PAIRED_SRR5650149	SORTED_PAIRED_SRR5650150	SORTED_PAIRED_SRR5650151	SORTED_PAIRED_SRR5650152	SORTED_PAIRED_SRR5650153	SORTED_PAIRED_SRR5650154	SORTED_PAIRED_SRR5650155	SORTED_PAIRED_SRR5650156	SORTED_PAIRED_SRR5650157	SORTED_PAIRED_SRR5650158	SORTED_PAIRED_SRR5650159
adult_c_000004174578_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005205641290703685	0	0	0	0	0.00472568854758916	0.005224101011592704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051576460163922325	0.04439562873809348	7.922672229195895	32.798918260355904	0.010115927047183046	0.003581185852469911	3.7704718304659233	22.040205272096287	0.010688178394742672	0.0141032267592114	0.007993059144945728	0.03675330429003913	5.7202429299269	0.004467252455142878	0.03391050727313003	0.01978882079302961	0.004633389943144059	4.120929631543971	7.638687883039209	39.15072362105885	12.233478549804326	3.0531270767186	147.2120098944104	102.63942627187477	17.85307908144429	0.6376541386694233	4.235342981614118	4.471941224248689	6.802259469836816	10.699937236948978	13.184855644982648	30.37002510522041	20.05214871151148	232.48910876467548	8.970464446577568	12.563501439858229	23.448497378719633	99.44107657092225	1.138207930296094	129.42156464594257	214.50865760909696	1.0841394078121538	1.0296647714686553	0.5342058628073544	1.2089271210219301	43.08609613822639	113.54851214649635	6.893801225725467	31.322842058628073	13.648914568411726
adult_c_000004174614_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.29835090019668	4.69801805436482	2.2574007766402744	8.747944929144182	1.4327500126077966	1.0760502294618992	0	0.000453880679812396	0.010187099702456	0.01023753088910182	0	0.009834081395935246	0	0	0.00035301830652075244	0.000453880679812396	0	0	3.445660396389127	0.0007060366130415049	0	0.000655605426395683	26.322204851480155	23.298653487316557	5.513692067174341	0.7183922537697311	1.9174945786474356	0	0.0007060366130415049	0	0.009178475969539563	0.000453880679812396	0.009884512582581068	0	0	0	0	6.401432245700741	1.2047506177820364	9.282666801149832	13.137828433103032	0.9192596701800393	1.658732159967724	0.6419385748146654	0.6017953502445913	3.4439961672298147	7.9631852337485505	0	0.036360885571637504	0
adult_c_000004174622_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008744588744588744	0	0	0	0	0	0.0011688311688311688	0.003463203463203463	0.002034632034632035	0.0012121212121212121	0	0.001341991341991342	0.0015584415584415584	0.001341991341991342	0.010692640692640693	0.0004329004329004329	0.0014718614718614719	0.005324675324675325	0.006493506493506494	0.0012121212121212121	0	0.0012554112554112554	0	0	0.008181818181818182	0.002251082251082251	0.44086580086580085	0.05311688311688312	0	0.02437229437229437	0	0.0004761904761904762	0.009653679653679654	0.0012554112554112554	0	0	17.514199134199135	0.0038095238095238095	19.09116883116883	3.6542857142857144	0.0007359307359307359	0.004025974025974026	0.0019913419913419913	0	12.217489177489178	69.69233766233766	0	0	0
adult_c_000004174691_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.291360100903931	1.0997477401723776	0.7561488332982973	2.8005045196552447	0.61561908766029	3.1685936514610047	0.02112676056338028	0.14767710742064327	0.001997056968677738	5.024595333193189	1.2986125709480765	0	0.22524700441454698	0.0013664073996216104	0	0.7574101324364095	2.452911498843809	0.5828253100693714	0.797561488332983	0.9699390372083245	0.04225352112676056	0.10500315324784527	8.66459953752365	5.814063485389951	2.7301870927054868	0.2905192348118562	1.3166911919276856	3.7114778221568216	8.098696657557284	0.7598276224511247	1.0989068740803027	0.7034895942821106	1.360416228715577	33.356527223039734	1.0507672903090184	0.8375026277065377	0.2497372293462266	30.935673743956276	1.0458272020180785	17.929577464788732	3.662707588816481	1.2815850325835612	2.2678158503258357	0.6080512928316165	0.24752995585453016	9.461635484549086	26.022282951439983	0	0.01429472356527223	0
adult_c_000004493597_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.453318335208099	0.6861642294713161	0.5192029567732604	1.824039852161337	0.7757512453800418	3.829342760726338	0.032379881086292785	0.4641651936365097	0.034067170175156675	6.826691306443838	1.7007070544753335	0.0158283785955327	0.640607424071991	0	0.014864213401896191	0.6605335047404789	1.431222882853929	1.1975735175960147	1.3210670094809578	2.1835931222882854	0.32026353848626066	0.22882853928973165	5.386148160051422	4.193636509721999	1.983689538807649	0.24995982645026515	1.2920617065723927	2.6291981359472922	5.596416519363651	8.058573035513417	6.888317531737104	4.743291017194279	9.224489795918368	13.917483528844608	7.668648561786919	4.061465531094328	3.1213241201992608	4.434758155230596	1.2359794311425358	1.0414591033263698	0.5899887514060742	1.3887996143339225	2.24859392575928	0.7219186887353366	0.243371364293749	0.8623654186083882	1.5257914189297765	0.04869034227864374	0	0.025711071830306926
adult_c_000004735154_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.652827412234601	0.6411603952070632	0.5879756148833298	1.6697498423376078	0.628021862518394	4.141160395207064	0.021021652301870926	0.4654193819634223	0	7.215366827832668	1.4839184359890687	0.0028379230607525753	0.4575362623502207	0	0	1.855371032163128	1.3150094597435358	0.9731973933151146	4.823943661971831	2.126235022072735	0.30039941139373555	0.15902879966365358	5.662497372293462	4.09291570317427	1.8949968467521547	0.6814168593651461	6.360731553500105	2.170485600168173	4.693609417700231	1.4040361572419593	1.472146310700021	0.9657347067479504	1.7254572209375656	11.80628547403826	1.1823628337187302	0.8011351692243011	0.5873449653142737	5.692873659869666	5.060962791675426	1.8614673113306706	0.44366197183098594	8.95911288627286	11.30124027748581	3.2922009669960057	0.8537944082404877	1.1776329619508092	3.2657136850956485	0.021231868824889637	0.02291360100903931	0
adult_c_000004735184_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011725098676573021	0	0	0.022231251451126074	0.008996981657766428	0.0009287206872533086	0.0075458555839331325	0.0008706756442999768	0.011725098676573021	0	0	0	0.001102855816113304	0	0	88.96697237055956	0.0033085674483399117	0.012537729277919666	0.00162526120269329	0	0.05850940329695844	0	28.573775249593684	95.63866960761551	0.011550963547713025	0.002728117018806594	0.2769328999303459	0.2292198746227072	1.2351985140469004	0.2732180171813327	0.0005224053865799861	0.2710123055491061	0.512247504063153	0.4800325052240539	0	105.08387508706757	0.027861620617599257	0.0007545855583933133	69.50679127002554	93.6402948688182	36.90428372416996	28.97625957743209	0.003424657534246575	0.014395170652426282	0	0	0
adult_c_000004735478_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4779377612633535	0.18764514630747794	0.2814677194612169	2.0366929865304226	0	0.09335810496980956	0	0.18625174175568973	0	36.05341384115188	17.313980492336274	24.673478866697632	0.461216906641895	0.2837900603808639	1.4881560613098004	0	3.256850905712959	0.3683232698560149	2.2313051555968415	1.740362285183465	0.09382257315373897	0	1.2039015327450069	1.0348351137947052	2.7645146307477937	1.3878309335810497	6.961913608917789	0.6196005573618207	1.6321411983279146	2.882954017649791	3.714816535067348	2.3334881560613097	2.8639108221086857	5.687877380399443	1.9266140269391547	0.917789131444496	1.557361820715281	1.1026474686483976	5.595912679981422	0.36460752438457966	0.5624709707385044	3.997677659080353	5.031583836507199	2.3725034835113794	2.3864375290292617	0.562006502554575	1.2001857872735717	0.18764514630747794	0.8416163492800743	0.9173246632605666
adult_c_000005117362_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.839832750234662	1.5236368290809796	0	0	0.21490741530847343	0.32865432204112976	0.6631111869613449	7.437409335267514	0.0009813123986688284	0	0.0006826521034217937	0.00046932332110248315	0.8982421708336888	0.0010239781551326906	0.0009386466422049663	0.0017492960150183462	0	2.3240890860994967	0.026879426572233127	7.389623688027989	3.334414199163751	1.5159996586739484	0.051028244730779077	0.09702193019882242	0	0.00042665756463862106	0.018986261626418637	0.033833944875842646	0.0005973205904940695	0.5106664391159655	0.586952811673351	3.3784452598344568	1.8099240549534943	0.04330574281082004	0.8639815683932076	1.3048894956907586	1.4026367437494667	0.03430326819694513	0.011007765167676422	0.09139005034559262	0.10534175270927554	0.0003839918081747589	0	0.0006399863469579316	0	0.05196689137298404	0.07731035071251813	2.1800068265210344	1.4611314958614217	2.230608413687175
adult_c_000005117488_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007069169626247252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06115339083375613	0.006460341620158972	0.019989852866565197	0.05036360561474717	0	0.033214950109927276	0.8162354134956875	4.2354811432437005	1.443531202435312	0.09622864874006426	0.13637747336377473	0.006257398951462878	6.554777608658887	0.10380517503805176	0.007069169626247252	0.026991374936580416	8.759817351598173	19.698630136986303	0.039979705733130394	23.629663453407744	7.896194824961948	2.1511584644004733	0.27590055809233893	0.11121258244545916	0.11439201758836462	0	0.0012853035684085913	0.04116353796719094	0.1693556570268899	0.03443260612210384	0.0563165905631659	0.05046507694909522	0.020361914425841367	0.5078640284119736	0.04038559107052258	0.02787079316759682	0	0.10224928124471504	0.00852359208523592	0.047488584474885846	0.05712836123795028	0.013597158802638254	0.03037375274818197	0.006798579401319127	0.013867749027566378	0.001082360899712498	0.1258582783696939	0.03402672078471165	0.028073735836292912	0.026889903602232368
adult_c_000005117674_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013924931957718842	0	0	0	0	0	0.41806443445787705	16.6087094119881	0.002848281536806127	0.00702576112412178	0.0031647572631179188	0	4.034938920184822	0.007152351414646496	0.0008228368884106589	0.001835559212608393	0	2.016963098930312	0.004177479587315653	28.685486423191342	9.121210203177416	2.7435913665421863	0.0008861320336730173	0	0	0	0	0.03785049686689031	0.09949996835242737	0	0.0007595417431483006	0	0.0006329514526235838	0	0.0008861320336730173	0	0	0.001012722324197734	0	0.0011393126147224509	0	0	0	0	0.0008861320336730173	0.001012722324197734	0	0	0	0
adult_c_000005117827_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.266812865497076	0	0	0	0	0.02585891812865497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.02686403508772	8.712262426900585	0.6588998538011696	2.303636695906433	1.7773209064327486	0.10608552631578948	0.43686038011695905	12.628472222222221	0.0009137426900584795	0.001644736842105263	0.003472222222222222	0	2.876918859649123	0.0009137426900584795	0	0.019097222222222224	0.011421783625730994	1.583516081871345	0.016721491228070175	22.780975877192983	7.159813596491228	2.3321454678362574	19.927905701754387	6.325566520467836	1.41593567251462	0	0	0.007766812865497076	0	0	0.0028326023391812864	0.0022843567251461987	0.0014619883040935672	0.0013706140350877192	0	0	0.015533625730994151	0.8850511695906432	0	0.7887426900584795	17.58360745614035	0	0	0	0.01343201754385965	0.2715643274853801	7.013797514619883	2.6672149122807016	15.208059210526315	5.74406067251462
adult_c_000005118029_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007881316643486324	0.3732035234121465	0.27399165507649514	0	0.006954102920723227	0	0	7.969865554010199	0	0	0	0	0.6374594343996292	0	18.518776077885953	5.280482151135836	0.9962911451089476	0.008344923504867872	0	0	0	0	0.00880853036624942	0	0	0.017153453871117292	0	0	0	0	0	0	0.0927213722763097	0.007417709782104775	0	0.09318497913769123	0	0	0	0	0	0.10570236439499305	0	0	0
adult_c_000005503414_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07019121261164059	0	0.011688545225678835	0.13169094287598154	0.01210813402865192	0	0	0.001258766408919259	0	0.0011988251513516753	0	0	0	0	0	0.6833902775280225	1.0481927710843373	0.02421626805730384	3.548522448000959	0.024575915602709344	0.17197146796139784	0	0.13247017922436014	0.11736498231732902	1.1150872145297608	1.5063837439309478	6.511418809566624	1.296529401186837	3.147155787328418	2.77450098903075	4.974405083018642	4.252952106935203	1.7595756158964215	11.250374632859797	0.6506024096385542	1.8530839777018522	1.1683150512497753	4.240724090391416	4.134388299466523	1.2866990349457532	0.5895822094347539	7.427261283941737	4.824911586645088	9.383923754720374	1.1156866271054366	1.2031409218965414	3.419648744230654	0	0.0605406701432596	0.03488581190433375
adult_c_000005503440_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05992321816057419	0.009736827463417348	0.038975129360707725	0.1315306292772492	0	0	0.04273076281088299	0.02122628387024982	0.02375785901073833	0.03994881210704946	0.0018360874645301285	0.005285706337283703	0	0.038084905135481	0.011266900350525789	0.0036999944360985924	0	0.013325543871362599	217.72875980637622	0.059756301118344186	0.021365381405441496	0.0005842096478050409	0.32493184220775606	0.8007845100984811	0.005619540421743727	67.49243309408557	236.30540254826684	0.025510487954153453	0.001390975351916764	0.4961052690146331	0.5344683692204975	9.703805708562845	0.7930228676347855	0.027680409503143603	0.286012351861125	0.556167584710399	0.8081288599566016	0.0022255605630668225	266.38460468480497	0.03229844767150726	0	172.25735825961164	227.6239359038558	94.09411339231069	73.89275580036721	0.01443832415289601	0.003839091971290269	0.005285706337283703	0.046542035275134924	0.04050520224781617
adult_c_000005638975_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24356245565710946	0.3247777638662827	0.021284587454613747	0.025291098034305747	0.023955594507741748	0.01677726305246025	0.00029214139643587495	0.03196861566712575	0.0015024414673844998	0.0007512207336922499	0.0018363173490254998	0.008972914319101874	0.008430366011435248	0	0.007303534910896874	0.0015441759525896249	0	0.016818997537665373	0.3192270773340011	0.04119193689745837	0.025082425608280123	0.007971286674178873	0.1337590250824256	0.5191352614665498	0	0.008388631526230124	0.10884353741496598	0	0.01711113893410125	1.4452234881682735	1.2532865907099036	15.387129084762739	1.9808021368056425	0.12032052084637536	1.2767413713951838	2.6041484078293893	3.0532114686365346	15.329618964150077	0.057843996494303246	24.230749968699136	32.790993698092734	0.008138224614999374	0.06673344184299487	0.015817369892742374	0	6.877133675556112	18.196277283919702	0.016818997537665373	0.016860732022870497	0.016860732022870497
adult_c_000005639083_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.466690201220434	4.60905744112159	1.8269201674315396	9.043068233395532	1.2765141963790407	1.1953704170659136	0	0	0.0005043118664582178	0.0005043118664582178	0	0	0	0	0	0.009733219022643604	0	0.015280649553683998	3.016390135659892	0.0009581925462706138	0.0002521559332291089	0	26.196681627918704	23.907105754198398	5.908921276917646	0.7019516869231933	2.0293005194412226	0.005244843411165464	0	0	0.009430631902768672	0.005446568157748752	0.003832770185082455	0.01502849362045489	0	0	0	6.8681728781078215	1.0585506076957991	9.741439306066871	13.47566695244339	0.8447728075041606	1.5712340511372234	0.7142568964647739	0.6224217055827324	3.165565585758233	7.417721518987341	0	0.011145292248726613	0
adult_c_000005639089_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7219051126250537	0	0.034861597004848706	0	0	0.017430798502424353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6121033572699934	0.6709629902412079	3.814337445528755	8.95366108144602	0.4209783342539741	0.3152273982691954	0.856257288406064	1.481188240348616	0	0	0.0011047689191677407	0	0.6359172650831646	0	0.0009206407659731173	0.0018412815319462346	0.008654023200147302	0.5699380101884245	3.8060516786349967	2.8654636960657953	0.9112502301601915	0.14767077886208801	51.65537347327073	42.94377953722457	3.6041858466826246	0.43491069784570063	1.2068986681396918	3.1964647394586634	3.866998097342417	0.27300067513656173	0.08690848830786227	0.7737064997238078	0.19621923525440374	37.93819431657767	0.3846437120235684	0.5657030626649482	0.46510771496961884	1.6367765297980728	0.5633707727244829	3.082919044988645	4.066470263303259	0.23065119990179833	0.5268520223408826	0.3403915792057939	0.6200208678573621	1.4350334499478303	4.722948505493156	0.9108205978027374	0.7192045663781992	0.7547412999447616
adult_c_000005639257_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461881276368174	0.16281418979143145	0.9130073088121695	3.0726721730346425	0.04094123239645849	0.24261691128409293	0.4699625646205954	0.850555588567354	0.0009507397944025195	0.0018420583516548814	0	0	0.2558084259314279	0.0013072672173034643	0	0	0.0007130548458018896	0.3558737892922931	0.14308633905757917	1.6397290391585952	0.3840988769386179	0.14772119555529145	14.103749480064176	15.59581674490463	1.9201378572701884	0.029472933626478102	0.280765345534494	0.41624576623685305	1.600332758928041	0.28040881811159307	0.1057698021272803	0.5936181591300731	0.2502822508764633	4.266979618515657	0.1919305959950086	0.4274763800582328	0.3883772060134292	2.944144037078852	0.0015449521659040941	3.41125438231624	6.23774436983778	0.12692376255273635	0.023293124962861726	0.023887337334363302	0.10606690831303107	1.8649949491948423	4.970467645136372	0.6568423554578406	4.933507635628974	1.6869689226929705
adult_c_000006007668_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03376716847597913	0.012115396149463204	0	0.04828165297187069	0	0	0	0	0	0.0007197265039285072	0	0	0	0.0003598632519642536	0	0.2249145324776585	0.3302944880945241	0	0.30306483536256223	0.001619384633839141	0.024590655550890662	0	0.013194985905355965	0.02423079229892641	0.15744017273436095	0.13135008696695255	0.49481197145084865	0.32411683560247107	0.5186229232891502	12.237569723505068	21.927907395189827	16.565824986505127	9.06171654771187	1.8873628021351887	3.4038265459125534	10.033167396389372	8.32567624302765	1.7405985725424338	0.25496311401667365	0.6204042463863731	0.36897978768068135	0.491033407305224	0.3451088586337192	0.6003718586936964	0.07527139686918971	0.5276794817969171	1.3715588076530918	0	0	0.03598632519642536
adult_c_000006007941_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.95878193797204	1.325164711553913	0.4983127109111361	2.0763297444962237	0.8739354009320264	4.219106540253897	0.06484010927205527	0.41434999196529004	0.017194279286517757	6.838502330065885	1.816808613209063	0	0.6471958862285071	0.0008838180941668006	0.06194761369114575	0.43491884942953557	1.9677808131126466	1.4514703519202956	1.3703197814558894	2.208098987626547	0.19837698859071187	0.25976217258556966	6.981439820022497	5.0091595693395465	2.3288606781295194	0.3863892013498313	1.30660453157641	2.8600353527237665	6.803631688896031	7.910171942792865	6.788687128394665	4.297686003535272	9.088863892013498	15.542744656917884	7.675076329744496	4.774304997589587	2.706652739836092	4.058653382612888	1.2121966896995018	0.9946167443355295	0.6385987465852483	1.5623493491884943	2.039209384541218	0.9476136911457497	0.24787080186405272	1.0233006588462157	1.3929776635063473	0.04860999517917403	0.03141571589265627	0.016230114092881248
adult_c_000006501244_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3904869034227865	0.6437409609513096	0.7203117467459424	2.2058492688413947	0.7999357223204242	3.417724570143018	0.032058492688413945	0.3258074883496706	0.033504740478868714	6.486582034388559	1.7060099630403343	0.017194279286517757	0.4188494295355938	0.0024104129840912744	0.013578659810380846	1.7373453318335208	1.1345813916117629	0.9854571749959826	6.865097219990358	1.89498634099309	0.33528844608709624	0.34830467620118916	6.5434677808131125	5.4983127109111365	2.0714285714285716	0.6793347260163908	7.495098826932348	2.2051261449461674	4.813755423429214	1.1452675558412342	1.4787883657399967	0.8580266752370239	1.0429856982162944	15.595372007070544	1.010766511328941	0.6525791418929776	0.43291017194279285	7.135866945203278	5.298087739032621	2.6377149284910817	0.9749317049654508	9.92833038727302	12.861963683111039	3.6630242648240396	1.3695163104611923	1.9157158926562752	4.5032138839787885	0.015908725695002412	0.016230114092881248	0.032460228185762496
adult_c_000006501252_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034943115857905736	0	0.011725098676573021	0.004759693522173206	0	0	0.011725098676573021	0.009055026700719759	0.0007545855583933133	0.009345251915486418	0.002205711632226608	0.005862549338286511	0	0.0006965405154399814	0.014569305781286278	0.0035987926631065705	0	0	87.10651265381937	0.0005804504295333178	0.003482702577199907	0	0.0009287206872533086	0.011260738332946366	0	27.639308103087995	95.46041328070582	0.010099837473879731	0.0009287206872533086	0.3739261667053634	0.16113303923844904	1.301776178314372	0.2519154864174599	0	0.2065242628279545	0.553169259345252	0.4279661016949153	0	104.76985140469004	0.021302530763872764	0.001102855816113304	72.6967726956118	93.3616786626422	38.7256210819596	30.167517993963315	0.007429765498026469	0.012595774320872997	0	0	0
adult_c_000006501409_1_split_00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.983441539102984	1.1070939305497647	0.05843111561141223	0.10971469414497588	0.5818095181368753	0.652212758353684	0.011376496515575674	0.0010125677526952172	0.0021442611233545776	0.011257370897611531	0.0007743165167669307	0	0	0.0029781404491035796	0	0.0014295074155697182	0.0004169396628745012	0	31.163976413127642	0.0011316933706593602	0.0022633867413187204	0	1.0983381976294002	0.5405920543212818	0.10661742807790815	7.633748287569242	20.695276669247722	0.9326940258502591	2.334742986479242	0.8180356185597712	0.26433974626243373	1.4729287033176484	0.7438799213770921	23.793197927214248	1.4922270534278397	1.6140925606051582	1.7789028530585502	0.19095836559652155	9.70957174340342	0.24170587884924652	0.35791291917326823	8.8033236047412	14.706355351718386	7.470784442194294	6.396450056584668	0.10119721246053964	0.31687414378462087	0	0.0463398653880517	0.023825123592828637
